claim_id,parent_stage,family_if_applicable,learner_if_applicable,seed,claim_condition,condition_met,analysis_status
SECURITY_DETECTION_PRESENT_WHERE_FEASIBLE,STAGE28B_RANDOM_LOAO,PORT_SCAN,XGBOOST,45,SECURITY_THRESHOLD_FEASIBLE AND SECURITY_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
ROC_ABOVE_CHANCE,STAGE28B_RANDOM_LOAO,PORT_SCAN,LIGHTGBM,45,ROC_AUC > 0.5,True,INFERENTIAL_SUPPORT_ELIGIBLE
PR_ABOVE_CHANCE,STAGE28B_RANDOM_LOAO,PORT_SCAN,LIGHTGBM,45,PR_AUC > PR_CHANCE_ANCHOR,True,INFERENTIAL_SUPPORT_ELIGIBLE
STANDARD_DETECTION_PRESENT,STAGE28B_RANDOM_LOAO,PORT_SCAN,LIGHTGBM,45,STANDARD_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
BALANCED_DETECTION_PRESENT,STAGE28B_RANDOM_LOAO,PORT_SCAN,LIGHTGBM,45,BALANCED_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
SECURITY_DETECTION_PRESENT_WHERE_FEASIBLE,STAGE28B_RANDOM_LOAO,PORT_SCAN,LIGHTGBM,45,SECURITY_THRESHOLD_FEASIBLE AND SECURITY_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
ROC_ABOVE_CHANCE,STAGE28B_RANDOM_LOAO,PORT_SCAN,XGBOOST,46,ROC_AUC > 0.5,True,INFERENTIAL_SUPPORT_ELIGIBLE
PR_ABOVE_CHANCE,STAGE28B_RANDOM_LOAO,PORT_SCAN,XGBOOST,46,PR_AUC > PR_CHANCE_ANCHOR,True,INFERENTIAL_SUPPORT_ELIGIBLE
STANDARD_DETECTION_PRESENT,STAGE28B_RANDOM_LOAO,PORT_SCAN,XGBOOST,46,STANDARD_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
BALANCED_DETECTION_PRESENT,STAGE28B_RANDOM_LOAO,PORT_SCAN,XGBOOST,46,BALANCED_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
SECURITY_DETECTION_PRESENT_WHERE_FEASIBLE,STAGE28B_RANDOM_LOAO,PORT_SCAN,XGBOOST,46,SECURITY_THRESHOLD_FEASIBLE AND SECURITY_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
ROC_ABOVE_CHANCE,STAGE28B_RANDOM_LOAO,BOT,XGBOOST,43,ROC_AUC > 0.5,True,INFERENTIAL_SUPPORT_ELIGIBLE
PR_ABOVE_CHANCE,STAGE28B_RANDOM_LOAO,BOT,XGBOOST,43,PR_AUC > PR_CHANCE_ANCHOR,True,INFERENTIAL_SUPPORT_ELIGIBLE
STANDARD_DETECTION_PRESENT,STAGE28B_RANDOM_LOAO,BOT,XGBOOST,43,STANDARD_RECALL > 0,False,INFERENTIAL_SUPPORT_ELIGIBLE
BALANCED_DETECTION_PRESENT,STAGE28B_RANDOM_LOAO,BOT,XGBOOST,43,BALANCED_RECALL > 0,False,INFERENTIAL_SUPPORT_ELIGIBLE
SECURITY_DETECTION_PRESENT_WHERE_FEASIBLE,STAGE28B_RANDOM_LOAO,BOT,XGBOOST,43,SECURITY_THRESHOLD_FEASIBLE AND SECURITY_RECALL > 0,False,INFERENTIAL_SUPPORT_ELIGIBLE
ROC_ABOVE_CHANCE,STAGE28B_RANDOM_LOAO,PORT_SCAN,LIGHTGBM,46,ROC_AUC > 0.5,True,INFERENTIAL_SUPPORT_ELIGIBLE
PR_ABOVE_CHANCE,STAGE28B_RANDOM_LOAO,PORT_SCAN,LIGHTGBM,46,PR_AUC > PR_CHANCE_ANCHOR,True,INFERENTIAL_SUPPORT_ELIGIBLE
STANDARD_DETECTION_PRESENT,STAGE28B_RANDOM_LOAO,PORT_SCAN,LIGHTGBM,46,STANDARD_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
BALANCED_DETECTION_PRESENT,STAGE28B_RANDOM_LOAO,PORT_SCAN,LIGHTGBM,46,BALANCED_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
SECURITY_DETECTION_PRESENT_WHERE_FEASIBLE,STAGE28B_RANDOM_LOAO,PORT_SCAN,LIGHTGBM,46,SECURITY_THRESHOLD_FEASIBLE AND SECURITY_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
ROC_ABOVE_CHANCE,STAGE28B_RANDOM_LOAO,WEB_ATTACK,XGBOOST,42,ROC_AUC > 0.5,True,INFERENTIAL_SUPPORT_ELIGIBLE
PR_ABOVE_CHANCE,STAGE28B_RANDOM_LOAO,WEB_ATTACK,XGBOOST,42,PR_AUC > PR_CHANCE_ANCHOR,True,INFERENTIAL_SUPPORT_ELIGIBLE
STANDARD_DETECTION_PRESENT,STAGE28B_RANDOM_LOAO,WEB_ATTACK,XGBOOST,42,STANDARD_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
BALANCED_DETECTION_PRESENT,STAGE28B_RANDOM_LOAO,WEB_ATTACK,XGBOOST,42,BALANCED_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
SECURITY_DETECTION_PRESENT_WHERE_FEASIBLE,STAGE28B_RANDOM_LOAO,WEB_ATTACK,XGBOOST,42,SECURITY_THRESHOLD_FEASIBLE AND SECURITY_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
ROC_ABOVE_CHANCE,STAGE28B_RANDOM_LOAO,WEB_ATTACK,LIGHTGBM,42,ROC_AUC > 0.5,True,INFERENTIAL_SUPPORT_ELIGIBLE
PR_ABOVE_CHANCE,STAGE28B_RANDOM_LOAO,WEB_ATTACK,LIGHTGBM,42,PR_AUC > PR_CHANCE_ANCHOR,True,INFERENTIAL_SUPPORT_ELIGIBLE
STANDARD_DETECTION_PRESENT,STAGE28B_RANDOM_LOAO,WEB_ATTACK,LIGHTGBM,42,STANDARD_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
BALANCED_DETECTION_PRESENT,STAGE28B_RANDOM_LOAO,WEB_ATTACK,LIGHTGBM,42,BALANCED_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
SECURITY_DETECTION_PRESENT_WHERE_FEASIBLE,STAGE28B_RANDOM_LOAO,WEB_ATTACK,LIGHTGBM,42,SECURITY_THRESHOLD_FEASIBLE AND SECURITY_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
ROC_ABOVE_CHANCE,STAGE28B_RANDOM_LOAO,WEB_ATTACK,XGBOOST,43,ROC_AUC > 0.5,True,INFERENTIAL_SUPPORT_ELIGIBLE
PR_ABOVE_CHANCE,STAGE28B_RANDOM_LOAO,WEB_ATTACK,XGBOOST,43,PR_AUC > PR_CHANCE_ANCHOR,True,INFERENTIAL_SUPPORT_ELIGIBLE
STANDARD_DETECTION_PRESENT,STAGE28B_RANDOM_LOAO,WEB_ATTACK,XGBOOST,43,STANDARD_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
BALANCED_DETECTION_PRESENT,STAGE28B_RANDOM_LOAO,WEB_ATTACK,XGBOOST,43,BALANCED_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
SECURITY_DETECTION_PRESENT_WHERE_FEASIBLE,STAGE28B_RANDOM_LOAO,WEB_ATTACK,XGBOOST,43,SECURITY_THRESHOLD_FEASIBLE AND SECURITY_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
ROC_ABOVE_CHANCE,STAGE28B_RANDOM_LOAO,WEB_ATTACK,LIGHTGBM,43,ROC_AUC > 0.5,True,INFERENTIAL_SUPPORT_ELIGIBLE
PR_ABOVE_CHANCE,STAGE28B_RANDOM_LOAO,WEB_ATTACK,LIGHTGBM,43,PR_AUC > PR_CHANCE_ANCHOR,True,INFERENTIAL_SUPPORT_ELIGIBLE
STANDARD_DETECTION_PRESENT,STAGE28B_RANDOM_LOAO,WEB_ATTACK,LIGHTGBM,43,STANDARD_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
BALANCED_DETECTION_PRESENT,STAGE28B_RANDOM_LOAO,WEB_ATTACK,LIGHTGBM,43,BALANCED_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
SECURITY_DETECTION_PRESENT_WHERE_FEASIBLE,STAGE28B_RANDOM_LOAO,WEB_ATTACK,LIGHTGBM,43,SECURITY_THRESHOLD_FEASIBLE AND SECURITY_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
ROC_ABOVE_CHANCE,STAGE28B_RANDOM_LOAO,WEB_ATTACK,XGBOOST,44,ROC_AUC > 0.5,True,INFERENTIAL_SUPPORT_ELIGIBLE
PR_ABOVE_CHANCE,STAGE28B_RANDOM_LOAO,WEB_ATTACK,XGBOOST,44,PR_AUC > PR_CHANCE_ANCHOR,True,INFERENTIAL_SUPPORT_ELIGIBLE
STANDARD_DETECTION_PRESENT,STAGE28B_RANDOM_LOAO,WEB_ATTACK,XGBOOST,44,STANDARD_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
BALANCED_DETECTION_PRESENT,STAGE28B_RANDOM_LOAO,WEB_ATTACK,XGBOOST,44,BALANCED_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
SECURITY_DETECTION_PRESENT_WHERE_FEASIBLE,STAGE28B_RANDOM_LOAO,WEB_ATTACK,XGBOOST,44,SECURITY_THRESHOLD_FEASIBLE AND SECURITY_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
ROC_ABOVE_CHANCE,STAGE28B_RANDOM_LOAO,WEB_ATTACK,LIGHTGBM,44,ROC_AUC > 0.5,True,INFERENTIAL_SUPPORT_ELIGIBLE
PR_ABOVE_CHANCE,STAGE28B_RANDOM_LOAO,WEB_ATTACK,LIGHTGBM,44,PR_AUC > PR_CHANCE_ANCHOR,True,INFERENTIAL_SUPPORT_ELIGIBLE
STANDARD_DETECTION_PRESENT,STAGE28B_RANDOM_LOAO,WEB_ATTACK,LIGHTGBM,44,STANDARD_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
BALANCED_DETECTION_PRESENT,STAGE28B_RANDOM_LOAO,WEB_ATTACK,LIGHTGBM,44,BALANCED_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
SECURITY_DETECTION_PRESENT_WHERE_FEASIBLE,STAGE28B_RANDOM_LOAO,WEB_ATTACK,LIGHTGBM,44,SECURITY_THRESHOLD_FEASIBLE AND SECURITY_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
ROC_ABOVE_CHANCE,STAGE28B_RANDOM_LOAO,WEB_ATTACK,XGBOOST,45,ROC_AUC > 0.5,True,INFERENTIAL_SUPPORT_ELIGIBLE
PR_ABOVE_CHANCE,STAGE28B_RANDOM_LOAO,WEB_ATTACK,XGBOOST,45,PR_AUC > PR_CHANCE_ANCHOR,True,INFERENTIAL_SUPPORT_ELIGIBLE
STANDARD_DETECTION_PRESENT,STAGE28B_RANDOM_LOAO,WEB_ATTACK,XGBOOST,45,STANDARD_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
BALANCED_DETECTION_PRESENT,STAGE28B_RANDOM_LOAO,WEB_ATTACK,XGBOOST,45,BALANCED_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
SECURITY_DETECTION_PRESENT_WHERE_FEASIBLE,STAGE28B_RANDOM_LOAO,WEB_ATTACK,XGBOOST,45,SECURITY_THRESHOLD_FEASIBLE AND SECURITY_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
ROC_ABOVE_CHANCE,STAGE28B_RANDOM_LOAO,WEB_ATTACK,LIGHTGBM,45,ROC_AUC > 0.5,True,INFERENTIAL_SUPPORT_ELIGIBLE
PR_ABOVE_CHANCE,STAGE28B_RANDOM_LOAO,WEB_ATTACK,LIGHTGBM,45,PR_AUC > PR_CHANCE_ANCHOR,True,INFERENTIAL_SUPPORT_ELIGIBLE
STANDARD_DETECTION_PRESENT,STAGE28B_RANDOM_LOAO,WEB_ATTACK,LIGHTGBM,45,STANDARD_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
BALANCED_DETECTION_PRESENT,STAGE28B_RANDOM_LOAO,WEB_ATTACK,LIGHTGBM,45,BALANCED_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
SECURITY_DETECTION_PRESENT_WHERE_FEASIBLE,STAGE28B_RANDOM_LOAO,WEB_ATTACK,LIGHTGBM,45,SECURITY_THRESHOLD_FEASIBLE AND SECURITY_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
ROC_ABOVE_CHANCE,STAGE28B_RANDOM_LOAO,WEB_ATTACK,XGBOOST,46,ROC_AUC > 0.5,True,INFERENTIAL_SUPPORT_ELIGIBLE
PR_ABOVE_CHANCE,STAGE28B_RANDOM_LOAO,WEB_ATTACK,XGBOOST,46,PR_AUC > PR_CHANCE_ANCHOR,True,INFERENTIAL_SUPPORT_ELIGIBLE
STANDARD_DETECTION_PRESENT,STAGE28B_RANDOM_LOAO,WEB_ATTACK,XGBOOST,46,STANDARD_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
BALANCED_DETECTION_PRESENT,STAGE28B_RANDOM_LOAO,WEB_ATTACK,XGBOOST,46,BALANCED_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
SECURITY_DETECTION_PRESENT_WHERE_FEASIBLE,STAGE28B_RANDOM_LOAO,WEB_ATTACK,XGBOOST,46,SECURITY_THRESHOLD_FEASIBLE AND SECURITY_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
ROC_ABOVE_CHANCE,STAGE28B_RANDOM_LOAO,BOT,LIGHTGBM,43,ROC_AUC > 0.5,True,INFERENTIAL_SUPPORT_ELIGIBLE
PR_ABOVE_CHANCE,STAGE28B_RANDOM_LOAO,BOT,LIGHTGBM,43,PR_AUC > PR_CHANCE_ANCHOR,True,INFERENTIAL_SUPPORT_ELIGIBLE
STANDARD_DETECTION_PRESENT,STAGE28B_RANDOM_LOAO,BOT,LIGHTGBM,43,STANDARD_RECALL > 0,False,INFERENTIAL_SUPPORT_ELIGIBLE
BALANCED_DETECTION_PRESENT,STAGE28B_RANDOM_LOAO,BOT,LIGHTGBM,43,BALANCED_RECALL > 0,False,INFERENTIAL_SUPPORT_ELIGIBLE
SECURITY_DETECTION_PRESENT_WHERE_FEASIBLE,STAGE28B_RANDOM_LOAO,BOT,LIGHTGBM,43,SECURITY_THRESHOLD_FEASIBLE AND SECURITY_RECALL > 0,False,INFERENTIAL_SUPPORT_ELIGIBLE
ROC_ABOVE_CHANCE,STAGE28B_RANDOM_LOAO,WEB_ATTACK,LIGHTGBM,46,ROC_AUC > 0.5,True,INFERENTIAL_SUPPORT_ELIGIBLE
PR_ABOVE_CHANCE,STAGE28B_RANDOM_LOAO,WEB_ATTACK,LIGHTGBM,46,PR_AUC > PR_CHANCE_ANCHOR,True,INFERENTIAL_SUPPORT_ELIGIBLE
STANDARD_DETECTION_PRESENT,STAGE28B_RANDOM_LOAO,WEB_ATTACK,LIGHTGBM,46,STANDARD_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
BALANCED_DETECTION_PRESENT,STAGE28B_RANDOM_LOAO,WEB_ATTACK,LIGHTGBM,46,BALANCED_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
SECURITY_DETECTION_PRESENT_WHERE_FEASIBLE,STAGE28B_RANDOM_LOAO,WEB_ATTACK,LIGHTGBM,46,SECURITY_THRESHOLD_FEASIBLE AND SECURITY_RECALL > 0,True,INFERENTIAL_SUPPORT_ELIGIBLE
ROC_ABOVE_CHANCE,STAGE28B_RANDOM_LOAO,BOT,XGBOOST,44,ROC_AUC > 0.5,True,INFERENTIAL_SUPPORT_ELIGIBLE
PR_ABOVE_CHANCE,STAGE28B_RANDOM_LOAO,BOT,XGBOOST,44,PR_AUC > PR_CHANCE_ANCHOR,True,INFERENTIAL_SUPPORT_ELIGIBLE
STANDARD_DETECTION_PRESENT,STAGE28B_RANDOM_LOAO,BOT,XGBOOST,44,STANDARD_RECALL > 0,False,INFERENTIAL_SUPPORT_ELIGIBLE
BALANCED_DETECTION_PRESENT,STAGE28B_RANDOM_LOAO,BOT,XGBOOST,44,BALANCED_RECALL > 0,False,INFERENTIAL_SUPPORT_ELIGIBLE
SECURITY_DETECTION_PRESENT_WHERE_FEASIBLE,STAGE28B_RANDOM_LOAO,BOT,XGBOOST,44,SECURITY_THRESHOLD_FEASIBLE AND SECURITY_RECALL > 0,False,INFERENTIAL_SUPPORT_ELIGIBLE
ROC_ABOVE_CHANCE,STAGE28B_RANDOM_LOAO,BOT,LIGHTGBM,44,ROC_AUC > 0.5,True,INFERENTIAL_SUPPORT_ELIGIBLE
PR_ABOVE_CHANCE,STAGE28B_RANDOM_LOAO,BOT,LIGHTGBM,44,PR_AUC > PR_CHANCE_ANCHOR,True,INFERENTIAL_SUPPORT_ELIGIBLE
STANDARD_DETECTION_PRESENT,STAGE28B_RANDOM_LOAO,BOT,LIGHTGBM,44,STANDARD_RECALL > 0,False,INFERENTIAL_SUPPORT_ELIGIBLE
BALANCED_DETECTION_PRESENT,STAGE28B_RANDOM_LOAO,BOT,LIGHTGBM,44,BALANCED_RECALL > 0,False,INFERENTIAL_SUPPORT_ELIGIBLE
SECURITY_DETECTION_PRESENT_WHERE_FEASIBLE,STAGE28B_RANDOM_LOAO,BOT,LIGHTGBM,44,SECURITY_THRESHOLD_FEASIBLE AND SECURITY_RECALL > 0,False,INFERENTIAL_SUPPORT_ELIGIBLE
ROC_ABOVE_CHANCE,STAGE28B_RANDOM_LOAO,BOT,XGBOOST,45,ROC_AUC > 0.5,True,INFERENTIAL_SUPPORT_ELIGIBLE
PR_ABOVE_CHANCE,STAGE28B_RANDOM_LOAO,BOT,XGBOOST,45,PR_AUC > PR_CHANCE_ANCHOR,True,INFERENTIAL_SUPPORT_ELIGIBLE
STANDARD_DETECTION_PRESENT,STAGE28B_RANDOM_LOAO,BOT,XGBOOST,45,STANDARD_RECALL > 0,False,INFERENTIAL_SUPPORT_ELIGIBLE
BALANCED_DETECTION_PRESENT,STAGE28B_RANDOM_LOAO,BOT,XGBOOST,45,BALANCED_RECALL > 0,False,INFERENTIAL_SUPPORT_ELIGIBLE
SECURITY_DETECTION_PRESENT_WHERE_FEASIBLE,STAGE28B_RANDOM_LOAO,BOT,XGBOOST,45,SECURITY_THRESHOLD_FEASIBLE AND SECURITY_RECALL > 0,False,INFERENTIAL_SUPPORT_ELIGIBLE
ROC_ABOVE_CHANCE,STAGE28B_RANDOM_LOAO,BOT,LIGHTGBM,45,ROC_AUC > 0.5,True,INFERENTIAL_SUPPORT_ELIGIBLE
PR_ABOVE_CHANCE,STAGE28B_RANDOM_LOAO,BOT,LIGHTGBM,45,PR_AUC > PR_CHANCE_ANCHOR,True,INFERENTIAL_SUPPORT_ELIGIBLE
STANDARD_DETECTION_PRESENT,STAGE28B_RANDOM_LOAO,BOT,LIGHTGBM,45,STANDARD_RECALL > 0,False,INFERENTIAL_SUPPORT_ELIGIBLE
BALANCED_DETECTION_PRESENT,STAGE28B_RANDOM_LOAO,BOT,LIGHTGBM,45,BALANCED_RECALL > 0,False,INFERENTIAL_SUPPORT_ELIGIBLE
SECURITY_DETECTION_PRESENT_WHERE_FEASIBLE,STAGE28B_RANDOM_LOAO,BOT,LIGHTGBM,45,SECURITY_THRESHOLD_FEASIBLE AND SECURITY_RECALL > 0,False,INFERENTIAL_SUPPORT_ELIGIBLE
ROC_ABOVE_CHANCE,STAGE28B_RANDOM_LOAO,BOT,XGBOOST,46,ROC_AUC > 0.5,True,INFERENTIAL_SUPPORT_ELIGIBLE
PR_ABOVE_CHANCE,STAGE28B_RANDOM_LOAO,BOT,XGBOOST,46,PR_AUC > PR_CHANCE_ANCHOR,True,INFERENTIAL_SUPPORT_ELIGIBLE
STANDARD_DETECTION_PRESENT,STAGE28B_RANDOM_LOAO,BOT,XGBOOST,46,STANDARD_RECALL > 0,False,INFERENTIAL_SUPPORT_ELIGIBLE
BALANCED_DETECTION_PRESENT,STAGE28B_RANDOM_LOAO,BOT,XGBOOST,46,BALANCED_RECALL > 0,False,INFERENTIAL_SUPPORT_ELIGIBLE
SECURITY_DETECTION_PRESENT_WHERE_FEASIBLE,STAGE28B_RANDOM_LOAO,BOT,XGBOOST,46,SECURITY_THRESHOLD_FEASIBLE AND SECURITY_RECALL > 0,False,INFERENTIAL_SUPPORT_ELIGIBLE
LEARNER_ORDER_ROC_STABILITY,STAGE27_CHRONOLOGY_LOAO,BOT,,42,sign(XGB_ROC_AUC - LGBM_ROC_AUC) equals the frozen seed42 sign for the same family,True,INFERENTIAL_SUPPORT_ELIGIBLE
LEARNER_ORDER_ROC_STABILITY,STAGE27_CHRONOLOGY_LOAO,BOT,,43,sign(XGB_ROC_AUC - LGBM_ROC_AUC) equals the frozen seed42 sign for the same family,True,INFERENTIAL_SUPPORT_ELIGIBLE
LEARNER_ORDER_ROC_STABILITY,STAGE27_CHRONOLOGY_LOAO,BOT,,44,sign(XGB_ROC_AUC - LGBM_ROC_AUC) equals the frozen seed42 sign for the same family,True,INFERENTIAL_SUPPORT_ELIGIBLE
LEARNER_ORDER_ROC_STABILITY,STAGE27_CHRONOLOGY_LOAO,BOT,,45,sign(XGB_ROC_AUC - LGBM_ROC_AUC) equals the frozen seed42 sign for the same family,True,INFERENTIAL_SUPPORT_ELIGIBLE
LEARNER_ORDER_ROC_STABILITY,STAGE27_CHRONOLOGY_LOAO,BOT,,46,sign(XGB_ROC_AUC - LGBM_ROC_AUC) equals the frozen seed42 sign for the same family,True,INFERENTIAL_SUPPORT_ELIGIBLE
LEARNER_ORDER_ROC_STABILITY,STAGE27_CHRONOLOGY_LOAO,DDOS,,42,sign(XGB_ROC_AUC - LGBM_ROC_AUC) equals the frozen seed42 sign for the same family,True,INFERENTIAL_SUPPORT_ELIGIBLE
LEARNER_ORDER_ROC_STABILITY,STAGE27_CHRONOLOGY_LOAO,DDOS,,43,sign(XGB_ROC_AUC - LGBM_ROC_AUC) equals the frozen seed42 sign for the same family,False,INFERENTIAL_SUPPORT_ELIGIBLE
LEARNER_ORDER_ROC_STABILITY,STAGE27_CHRONOLOGY_LOAO,DDOS,,44,sign(XGB_ROC_AUC - LGBM_ROC_AUC) equals the frozen seed42 sign for the same family,True,INFERENTIAL_SUPPORT_ELIGIBLE
LEARNER_ORDER_ROC_STABILITY,STAGE27_CHRONOLOGY_LOAO,DDOS,,45,sign(XGB_ROC_AUC - LGBM_ROC_AUC) equals the frozen seed42 sign for the same family,True,INFERENTIAL_SUPPORT_ELIGIBLE
LEARNER_ORDER_ROC_STABILITY,STAGE27_CHRONOLOGY_LOAO,DDOS,,46,sign(XGB_ROC_AUC - LGBM_ROC_AUC) equals the frozen seed42 sign for the same family,True,INFERENTIAL_SUPPORT_ELIGIBLE
LEARNER_ORDER_ROC_STABILITY,STAGE27_CHRONOLOGY_LOAO,INFILTRATION,,42,sign(XGB_ROC_AUC - LGBM_ROC_AUC) equals the frozen seed42 sign for the same family,True,DESCRIPTIVE_ONLY_SUPPORT_LT_50
LEARNER_ORDER_ROC_STABILITY,STAGE27_CHRONOLOGY_LOAO,INFILTRATION,,43,sign(XGB_ROC_AUC - LGBM_ROC_AUC) equals the frozen seed42 sign for the same family,True,DESCRIPTIVE_ONLY_SUPPORT_LT_50
LEARNER_ORDER_ROC_STABILITY,STAGE27_CHRONOLOGY_LOAO,INFILTRATION,,44,sign(XGB_ROC_AUC - LGBM_ROC_AUC) equals the frozen seed42 sign for the same family,True,DESCRIPTIVE_ONLY_SUPPORT_LT_50
LEARNER_ORDER_ROC_STABILITY,STAGE27_CHRONOLOGY_LOAO,INFILTRATION,,45,sign(XGB_ROC_AUC - LGBM_ROC_AUC) equals the frozen seed42 sign for the same family,True,DESCRIPTIVE_ONLY_SUPPORT_LT_50
LEARNER_ORDER_ROC_STABILITY,STAGE27_CHRONOLOGY_LOAO,INFILTRATION,,46,sign(XGB_ROC_AUC - LGBM_ROC_AUC) equals the frozen seed42 sign for the same family,True,DESCRIPTIVE_ONLY_SUPPORT_LT_50
LEARNER_ORDER_ROC_STABILITY,STAGE27_CHRONOLOGY_LOAO,PORT_SCAN,,42,sign(XGB_ROC_AUC - LGBM_ROC_AUC) equals the frozen seed42 sign for the same family,True,INFERENTIAL_SUPPORT_ELIGIBLE
LEARNER_ORDER_ROC_STABILITY,STAGE27_CHRONOLOGY_LOAO,PORT_SCAN,,43,sign(XGB_ROC_AUC - LGBM_ROC_AUC) equals the frozen seed42 sign for the same family,True,INFERENTIAL_SUPPORT_ELIGIBLE
LEARNER_ORDER_ROC_STABILITY,STAGE27_CHRONOLOGY_LOAO,PORT_SCAN,,44,sign(XGB_ROC_AUC - LGBM_ROC_AUC) equals the frozen seed42 sign for the same family,True,INFERENTIAL_SUPPORT_ELIGIBLE
LEARNER_ORDER_ROC_STABILITY,STAGE27_CHRONOLOGY_LOAO,PORT_SCAN,,45,sign(XGB_ROC_AUC - LGBM_ROC_AUC) equals the frozen seed42 sign for the same family,True,INFERENTIAL_SUPPORT_ELIGIBLE
LEARNER_ORDER_ROC_STABILITY,STAGE27_CHRONOLOGY_LOAO,PORT_SCAN,,46,sign(XGB_ROC_AUC - LGBM_ROC_AUC) equals the frozen seed42 sign for the same family,True,INFERENTIAL_SUPPORT_ELIGIBLE
LEARNER_ORDER_ROC_STABILITY,STAGE27_CHRONOLOGY_LOAO,WEB_ATTACK,,42,sign(XGB_ROC_AUC - LGBM_ROC_AUC) equals the frozen seed42 sign for the same family,True,INFERENTIAL_SUPPORT_ELIGIBLE
LEARNER_ORDER_ROC_STABILITY,STAGE27_CHRONOLOGY_LOAO,WEB_ATTACK,,43,sign(XGB_ROC_AUC - LGBM_ROC_AUC) equals the frozen seed42 sign for the same family,True,INFERENTIAL_SUPPORT_ELIGIBLE
LEARNER_ORDER_ROC_STABILITY,STAGE27_CHRONOLOGY_LOAO,WEB_ATTACK,,44,sign(XGB_ROC_AUC - LGBM_ROC_AUC) equals the frozen seed42 sign for the same family,True,INFERENTIAL_SUPPORT_ELIGIBLE
LEARNER_ORDER_ROC_STABILITY,STAGE27_CHRONOLOGY_LOAO,WEB_ATTACK,,45,sign(XGB_ROC_AUC - LGBM_ROC_AUC) equals the frozen seed42 sign for the same family,True,INFERENTIAL_SUPPORT_ELIGIBLE
LEARNER_ORDER_ROC_STABILITY,STAGE27_CHRONOLOGY_LOAO,WEB_ATTACK,,46,sign(XGB_ROC_AUC - LGBM_ROC_AUC) equals the frozen seed42 sign for the same family,True,INFERENTIAL_SUPPORT_ELIGIBLE
LEARNER_ORDER_ROC_STABILITY,STAGE28B_RANDOM_LOAO,BOT,,42,sign(XGB_ROC_AUC - LGBM_ROC_AUC) equals the frozen seed42 sign for the same family,True,INFERENTIAL_SUPPORT_ELIGIBLE
LEARNER_ORDER_ROC_STABILITY,STAGE28B_RANDOM_LOAO,BOT,,43,sign(XGB_ROC_AUC - LGBM_ROC_AUC) equals the frozen seed42 sign for the same family,True,INFERENTIAL_SUPPORT_ELIGIBLE
LEARNER_ORDER_ROC_STABILITY,STAGE28B_RANDOM_LOAO,BOT,,44,sign(XGB_ROC_AUC - LGBM_ROC_AUC) equals the frozen seed42 sign for the same family,True,INFERENTIAL_SUPPORT_ELIGIBLE
