component_ordinal,component_id,arm,experiment,unit,evaluation_cell_id,learner,configuration_id,model_seed,compute_backend,fit_action,fit_ordinal_if_new,parameter_sha256,model_evidence_path,model_sha256,stage28_result_evidence_path,ledger_evidence_path,closure_status
96,C096,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,INFILTRATION,28B_RANDOM_LOAO::INFILTRATION::LIGHTGBM::SEED44,LIGHTGBM,LGBM_11,44,CPU,NEW_FIT_AUTHORIZED,84,0ed7e79e2b5d5f55b4cf8a3753c5df9ad083d412aa0ad08f72610f69b7692454,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b26_infiltration_lightgbm_seed44/infiltration_lightgbm_seed44_cpu_model.txt,a846da12f9b802041bcfb953ca9add608f175c4955768946575872adce93769f,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b26_infiltration_lightgbm_seed44/stage28_2b26_infiltration_lightgbm_seed44_result.json,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b26_infiltration_lightgbm_seed44/stage28_2b26_infiltration_lightgbm_seed44_fit_ledger.json,PASS
97,C097,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,INFILTRATION,28B_RANDOM_LOAO::INFILTRATION::XGBOOST::SEED45,XGBOOST,XGB_11,45,CPU,NEW_FIT_AUTHORIZED,85,ca62fc9245eaad469fdf744635d56dc10951d77cf808c1616122be817be35565,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b27_infiltration_xgboost_seed45/infiltration_xgboost_seed45_cpu_model.json,178180193ee123206fafe5e6901a5c531a17b3aa937dabf21786fb77a2c11b53,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b27_infiltration_xgboost_seed45/stage28_2b27_infiltration_xgboost_seed45_result.json,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b27_infiltration_xgboost_seed45/stage28_2b27_infiltration_xgboost_seed45_fit_ledger.json,PASS
98,C098,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,INFILTRATION,28B_RANDOM_LOAO::INFILTRATION::LIGHTGBM::SEED45,LIGHTGBM,LGBM_11,45,CPU,NEW_FIT_AUTHORIZED,86,6daf64f6e8034953ca426e6241177a45ee5cc6bdf5434bfa5a8f3789e34f431c,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b28_infiltration_lightgbm_seed45/infiltration_lightgbm_seed45_cpu_model.txt,abe3b66025d8f007c6db41f362a27ebe5777a11d76f42112012af0eea81d2d7c,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b28_infiltration_lightgbm_seed45/stage28_2b28_infiltration_lightgbm_seed45_result.json,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b28_infiltration_lightgbm_seed45/stage28_2b28_infiltration_lightgbm_seed45_fit_ledger.json,PASS
99,C099,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,INFILTRATION,28B_RANDOM_LOAO::INFILTRATION::XGBOOST::SEED46,XGBOOST,XGB_11,46,CPU,NEW_FIT_AUTHORIZED,87,f0f79c993ba61a0d11f6abb3fe34419203768a8f65df0dbcee72f3fa9d93f676,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b29_infiltration_xgboost_seed46/infiltration_xgboost_seed46_cpu_model.json,4b1190a5fc923c8451eedbcccd1925065d39a9eb53a87c1edc30ca0ddd7dd669,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b29_infiltration_xgboost_seed46/stage28_2b29_infiltration_xgboost_seed46_result.json,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b29_infiltration_xgboost_seed46/stage28_2b29_infiltration_xgboost_seed46_fit_ledger.json,PASS
100,C100,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,INFILTRATION,28B_RANDOM_LOAO::INFILTRATION::LIGHTGBM::SEED46,LIGHTGBM,LGBM_11,46,CPU,NEW_FIT_AUTHORIZED,88,7847b3ccffa8bdc77842ddf8ae34dddfec4d7b468b41824b2603d47828190d9c,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b30_infiltration_lightgbm_seed46/infiltration_lightgbm_seed46_cpu_model.txt,33c419615ca2a25e476b268a0b2fd2f00c57d819e6d54ec984b8fb4035e1b39f,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b30_infiltration_lightgbm_seed46/stage28_2b30_infiltration_lightgbm_seed46_result.json,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b30_infiltration_lightgbm_seed46/stage28_2b30_infiltration_lightgbm_seed46_fit_ledger.json,PASS
101,C101,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,PORT_SCAN,28B_RANDOM_LOAO::PORT_SCAN::XGBOOST::SEED42,XGBOOST,XGB_11,42,CPU,NEW_FIT_AUTHORIZED,89,1eb12cc88f3e1b455da9882d8439938fda175c66435940a5e2a6850cbcda63ff,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b31_port_scan_xgboost_seed42/port_scan_xgboost_seed42_cpu_model.json,243afcc3c41057e4c61eef00fb905321264665fcb38babb3d05008d8e1e55c7d,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b31_port_scan_xgboost_seed42/stage28_2b31_port_scan_xgboost_seed42_result.json,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b31_port_scan_xgboost_seed42/stage28_2b31_port_scan_xgboost_seed42_fit_ledger.json,PASS
102,C102,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,PORT_SCAN,28B_RANDOM_LOAO::PORT_SCAN::LIGHTGBM::SEED42,LIGHTGBM,LGBM_11,42,CPU,NEW_FIT_AUTHORIZED,90,dbb7ac185b3ac6aa8e3ac915cfa2b2080ee54bec8e7a38cab83537faad2f2754,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b32_port_scan_lightgbm_seed42/port_scan_lightgbm_seed42_cpu_model.txt,ed104d5694018099ae67adaec322be8e3c6c9d444c1575dd5f4fd6aa97ff4efe,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b32_port_scan_lightgbm_seed42/stage28_2b32_port_scan_lightgbm_seed42_result.json,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b32_port_scan_lightgbm_seed42/stage28_2b32_port_scan_lightgbm_seed42_fit_ledger.json,PASS
103,C103,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,PORT_SCAN,28B_RANDOM_LOAO::PORT_SCAN::XGBOOST::SEED43,XGBOOST,XGB_11,43,CPU,NEW_FIT_AUTHORIZED,91,5ac981f17f3327f8de881b672b6bf35a3b020a3a56a68957146cbe6622e30ed0,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b33_port_scan_xgboost_seed43/port_scan_xgboost_seed43_cpu_model.json,557f41f11785de9698c50a5fe1fbd944b23ee7370ea73800496d121bc05f603f,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b33_port_scan_xgboost_seed43/stage28_2b33_port_scan_xgboost_seed43_result.json,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b33_port_scan_xgboost_seed43/stage28_2b33_port_scan_xgboost_seed43_fit_ledger.json,PASS
104,C104,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,PORT_SCAN,28B_RANDOM_LOAO::PORT_SCAN::LIGHTGBM::SEED43,LIGHTGBM,LGBM_11,43,CPU,NEW_FIT_AUTHORIZED,92,d43b2e4009bec8e9874a2ec0fd65f1279ea8d493808a386ab84fc801076e9c13,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b34_port_scan_lightgbm_seed43/port_scan_lightgbm_seed43_cpu_model.txt,c7bdfa27ea1d7c30ceea146feede76f4af19925316830912230fb8793348b1aa,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b34_port_scan_lightgbm_seed43/stage28_2b34_port_scan_lightgbm_seed43_result.json,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b34_port_scan_lightgbm_seed43/stage28_2b34_port_scan_lightgbm_seed43_fit_ledger.json,PASS
105,C105,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,PORT_SCAN,28B_RANDOM_LOAO::PORT_SCAN::XGBOOST::SEED44,XGBOOST,XGB_11,44,CPU,NEW_FIT_AUTHORIZED,93,ae022425b27139a0ccdbb8e08ab9035ab386c4521afb3d9f095b1f7dc5cb7731,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b35_port_scan_xgboost_seed44/port_scan_xgboost_seed44_cpu_model.json,e5378273775f9c817cf93b26c09c72f949a3b00a58c69d452aeaa474f48526bd,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b35_port_scan_xgboost_seed44/stage28_2b35_port_scan_xgboost_seed44_result.json,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b35_port_scan_xgboost_seed44/stage28_2b35_port_scan_xgboost_seed44_fit_ledger.json,PASS
106,C106,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,PORT_SCAN,28B_RANDOM_LOAO::PORT_SCAN::LIGHTGBM::SEED44,LIGHTGBM,LGBM_11,44,CPU,NEW_FIT_AUTHORIZED,94,0ed7e79e2b5d5f55b4cf8a3753c5df9ad083d412aa0ad08f72610f69b7692454,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b36_port_scan_lightgbm_seed44/port_scan_lightgbm_seed44_cpu_model.txt,10c44919e36cb48c1b642ab85e067aefa92ba1d9f43a6040d7f629a687fa17db,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b36_port_scan_lightgbm_seed44/stage28_2b36_port_scan_lightgbm_seed44_result.json,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b36_port_scan_lightgbm_seed44/stage28_2b36_port_scan_lightgbm_seed44_fit_ledger.json,PASS
107,C107,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,PORT_SCAN,28B_RANDOM_LOAO::PORT_SCAN::XGBOOST::SEED45,XGBOOST,XGB_11,45,CPU,NEW_FIT_AUTHORIZED,95,ca62fc9245eaad469fdf744635d56dc10951d77cf808c1616122be817be35565,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b37_port_scan_xgboost_seed45/port_scan_xgboost_seed45_cpu_model.json,5fc4ae95b37577a997a68ea0fece291bcc1c37d3b57cd3da02d80995e0fd0874,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b37_port_scan_xgboost_seed45/stage28_2b37_port_scan_xgboost_seed45_result.json,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b37_port_scan_xgboost_seed45/stage28_2b37_port_scan_xgboost_seed45_fit_ledger.json,PASS
108,C108,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,PORT_SCAN,28B_RANDOM_LOAO::PORT_SCAN::LIGHTGBM::SEED45,LIGHTGBM,LGBM_11,45,CPU,NEW_FIT_AUTHORIZED,96,6daf64f6e8034953ca426e6241177a45ee5cc6bdf5434bfa5a8f3789e34f431c,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b38_port_scan_lightgbm_seed45/port_scan_lightgbm_seed45_cpu_model.txt,03801c308c1337367a170645d0bd6c12447e4f0bca65de27f28808242d0d258e,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b38_port_scan_lightgbm_seed45/stage28_2b38_port_scan_lightgbm_seed45_result.json,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b38_port_scan_lightgbm_seed45/stage28_2b38_port_scan_lightgbm_seed45_fit_ledger.json,PASS
109,C109,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,PORT_SCAN,28B_RANDOM_LOAO::PORT_SCAN::XGBOOST::SEED46,XGBOOST,XGB_11,46,CPU,NEW_FIT_AUTHORIZED,97,f0f79c993ba61a0d11f6abb3fe34419203768a8f65df0dbcee72f3fa9d93f676,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b39_port_scan_xgboost_seed46/port_scan_xgboost_seed46_cpu_model.json,00ef1262a89ef9b155e3e41cfefb8940d8be25a9624aa517339b378634f7394f,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b39_port_scan_xgboost_seed46/stage28_2b39_port_scan_xgboost_seed46_result.json,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b39_port_scan_xgboost_seed46/stage28_2b39_port_scan_xgboost_seed46_fit_ledger.json,PASS
110,C110,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,PORT_SCAN,28B_RANDOM_LOAO::PORT_SCAN::LIGHTGBM::SEED46,LIGHTGBM,LGBM_11,46,CPU,NEW_FIT_AUTHORIZED,98,7847b3ccffa8bdc77842ddf8ae34dddfec4d7b468b41824b2603d47828190d9c,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b40_port_scan_lightgbm_seed46/port_scan_lightgbm_seed46_cpu_model.txt,8e169b1da8adaf92f330dd074e8e059552517b22327ac1e4a293fc3554701bc0,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b40_port_scan_lightgbm_seed46/stage28_2b40_port_scan_lightgbm_seed46_result.json,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b40_port_scan_lightgbm_seed46/stage28_2b40_port_scan_lightgbm_seed46_fit_ledger.json,PASS
111,C111,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,WEB_ATTACK,28B_RANDOM_LOAO::WEB_ATTACK::XGBOOST::SEED42,XGBOOST,XGB_11,42,CPU,NEW_FIT_AUTHORIZED,99,1eb12cc88f3e1b455da9882d8439938fda175c66435940a5e2a6850cbcda63ff,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b41_web_attack_xgboost_seed42/web_attack_xgboost_seed42_cpu_model.json,a8dc96313c4f682a0c34e880c98aae4467fa70a64c7669a05619148ca2d1434e,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b41_web_attack_xgboost_seed42/stage28_2b41_web_attack_xgboost_seed42_result.json,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b41_web_attack_xgboost_seed42/stage28_2b41_web_attack_xgboost_seed42_fit_ledger.json,PASS
112,C112,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,WEB_ATTACK,28B_RANDOM_LOAO::WEB_ATTACK::LIGHTGBM::SEED42,LIGHTGBM,LGBM_11,42,CPU,NEW_FIT_AUTHORIZED,100,dbb7ac185b3ac6aa8e3ac915cfa2b2080ee54bec8e7a38cab83537faad2f2754,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b42_web_attack_lightgbm_seed42/web_attack_lightgbm_seed42_cpu_model.txt,d5f412b2bea611e5604bccb1869106f9c0a26b460df71dcb089ace75b4ce0190,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b42_web_attack_lightgbm_seed42/stage28_2b42_web_attack_lightgbm_seed42_result.json,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b42_web_attack_lightgbm_seed42/stage28_2b42_web_attack_lightgbm_seed42_fit_ledger.json,PASS
113,C113,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,WEB_ATTACK,28B_RANDOM_LOAO::WEB_ATTACK::XGBOOST::SEED43,XGBOOST,XGB_11,43,CPU,NEW_FIT_AUTHORIZED,101,5ac981f17f3327f8de881b672b6bf35a3b020a3a56a68957146cbe6622e30ed0,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b43_web_attack_xgboost_seed43/web_attack_xgboost_seed43_cpu_model.json,5c05c69a3c2b0e8046e3ea9db3b0889601d39cb9ba8591ef7e7850da16df6618,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b43_web_attack_xgboost_seed43/stage28_2b43_web_attack_xgboost_seed43_result.json,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b43_web_attack_xgboost_seed43/stage28_2b43_web_attack_xgboost_seed43_fit_ledger.json,PASS
114,C114,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,WEB_ATTACK,28B_RANDOM_LOAO::WEB_ATTACK::LIGHTGBM::SEED43,LIGHTGBM,LGBM_11,43,CPU,NEW_FIT_AUTHORIZED,102,d43b2e4009bec8e9874a2ec0fd65f1279ea8d493808a386ab84fc801076e9c13,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b44_web_attack_lightgbm_seed43/web_attack_lightgbm_seed43_cpu_model.txt,68e4837fb62c6a9c900c80fdd973fa52bb119a3dafbf230419de182f182cd5ed,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b44_web_attack_lightgbm_seed43/stage28_2b44_web_attack_lightgbm_seed43_result.json,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b44_web_attack_lightgbm_seed43/stage28_2b44_web_attack_lightgbm_seed43_fit_ledger.json,PASS
115,C115,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,WEB_ATTACK,28B_RANDOM_LOAO::WEB_ATTACK::XGBOOST::SEED44,XGBOOST,XGB_11,44,CPU,NEW_FIT_AUTHORIZED,103,ae022425b27139a0ccdbb8e08ab9035ab386c4521afb3d9f095b1f7dc5cb7731,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b45_web_attack_xgboost_seed44/web_attack_xgboost_seed44_cpu_model.json,bc16d91919576d43a2c64be9a6a7218fc4075491e832716a9cd8e34d3de84ee4,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b45_web_attack_xgboost_seed44/stage28_2b45_web_attack_xgboost_seed44_result.json,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b45_web_attack_xgboost_seed44/stage28_2b45_web_attack_xgboost_seed44_fit_ledger.json,PASS
116,C116,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,WEB_ATTACK,28B_RANDOM_LOAO::WEB_ATTACK::LIGHTGBM::SEED44,LIGHTGBM,LGBM_11,44,CPU,NEW_FIT_AUTHORIZED,104,0ed7e79e2b5d5f55b4cf8a3753c5df9ad083d412aa0ad08f72610f69b7692454,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b46_web_attack_lightgbm_seed44/web_attack_lightgbm_seed44_cpu_model.txt,1188de2ad2e83df7c5ad99831a03334503a3607323d8700294aec95ab80f19d9,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b46_web_attack_lightgbm_seed44/stage28_2b46_web_attack_lightgbm_seed44_result.json,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b46_web_attack_lightgbm_seed44/stage28_2b46_web_attack_lightgbm_seed44_fit_ledger.json,PASS
117,C117,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,WEB_ATTACK,28B_RANDOM_LOAO::WEB_ATTACK::XGBOOST::SEED45,XGBOOST,XGB_11,45,CPU,NEW_FIT_AUTHORIZED,105,ca62fc9245eaad469fdf744635d56dc10951d77cf808c1616122be817be35565,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b47_web_attack_xgboost_seed45/web_attack_xgboost_seed45_cpu_model.json,025602b6ecf96331774d2a7301f8162d46f8f7ab6f1c7d17f4e3031f3c707948,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b47_web_attack_xgboost_seed45/stage28_2b47_web_attack_xgboost_seed45_result.json,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b47_web_attack_xgboost_seed45/stage28_2b47_web_attack_xgboost_seed45_fit_ledger.json,PASS
118,C118,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,WEB_ATTACK,28B_RANDOM_LOAO::WEB_ATTACK::LIGHTGBM::SEED45,LIGHTGBM,LGBM_11,45,CPU,NEW_FIT_AUTHORIZED,106,6daf64f6e8034953ca426e6241177a45ee5cc6bdf5434bfa5a8f3789e34f431c,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b48_web_attack_lightgbm_seed45/web_attack_lightgbm_seed45_cpu_model.txt,e0074bc55e7403a2566916b691a8b94879f36ea919e24c83121874d2288e05fc,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b48_web_attack_lightgbm_seed45/stage28_2b48_web_attack_lightgbm_seed45_result.json,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b48_web_attack_lightgbm_seed45/stage28_2b48_web_attack_lightgbm_seed45_fit_ledger.json,PASS
119,C119,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,WEB_ATTACK,28B_RANDOM_LOAO::WEB_ATTACK::XGBOOST::SEED46,XGBOOST,XGB_11,46,CPU,NEW_FIT_AUTHORIZED,107,f0f79c993ba61a0d11f6abb3fe34419203768a8f65df0dbcee72f3fa9d93f676,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b49_web_attack_xgboost_seed46/web_attack_xgboost_seed46_cpu_model.json,bb5a73a5bb80ed9a46b2b36352c23e0c458c5272f089295b1c08042f3b2b5979,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b49_web_attack_xgboost_seed46/stage28_2b49_web_attack_xgboost_seed46_result.json,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b49_web_attack_xgboost_seed46/stage28_2b49_web_attack_xgboost_seed46_fit_ledger.json,PASS
120,C120,28B_RANDOM_SPLIT_LOAO_CONTROL,STAGE28B_RANDOM_LOAO,WEB_ATTACK,28B_RANDOM_LOAO::WEB_ATTACK::LIGHTGBM::SEED46,LIGHTGBM,LGBM_11,46,CPU,NEW_FIT_AUTHORIZED,108,7847b3ccffa8bdc77842ddf8ae34dddfec4d7b468b41824b2603d47828190d9c,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b50_web_attack_lightgbm_seed46/web_attack_lightgbm_seed46_cpu_model.txt,3e208df2d60e9256963f0c5442b966edc3a640c4f7eebdc6c9aed826ee8dc66a,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b50_web_attack_lightgbm_seed46/stage28_2b50_web_attack_lightgbm_seed46_result.json,results/stage28_stability_novelty_control/stage28_2b_random_loao_control/stage28_2b50_web_attack_lightgbm_seed46/stage28_2b50_web_attack_lightgbm_seed46_fit_ledger.json,PASS
