background_position,training_position,original_row_index,y_true
14349,26215,12733,1
14350,105529,19698,0
14351,120989,99715,1
14352,88562,232875,1
14353,166675,55305,1
14354,167249,221441,1
14355,64704,219673,0
14356,101769,26618,1
14357,189439,223707,0
14358,108146,208813,1
14359,123799,59577,0
14360,190353,42643,0
14361,67238,147655,0
14362,189463,273101,1
14363,141432,70441,0
14364,154276,177497,1
14365,80424,92104,0
14366,118353,258699,1
14367,12251,85129,0
14368,33260,55612,0
14369,38821,147662,1
14370,60993,342,1
14371,161690,148883,0
14372,61044,67247,1
14373,79005,83362,0
14374,19950,5103,1
14375,142647,220833,1
14376,33826,56478,1
14377,173006,102614,0
14378,112258,39701,0
14379,84639,97169,1
14380,109894,95813,0
14381,91208,267294,0
14382,55700,94206,1
14383,23654,284592,0
14384,127681,259582,0
14385,127499,94893,1
14386,161269,293269,0
14387,35316,173268,1
14388,75228,148362,0
14389,133858,69187,0
14390,43357,241197,0
14391,2015,159648,1
14392,119723,216837,0
14393,16588,105170,0
14394,106782,193898,0
14395,159666,113424,1
14396,38577,138350,0
14397,180147,289718,0
14398,179412,233397,0
14399,21997,122171,1
14400,140576,192604,0
14401,32072,44860,1
14402,40311,115695,1
14403,92677,282295,1
14404,38814,29376,0
14405,6063,83614,0
14406,180469,162870,0
14407,119420,156318,0
14408,111412,116502,0
14409,9034,193752,0
14410,123661,153862,0
14411,70577,8456,1
14412,163138,108394,0
14413,168435,184557,0
14414,110376,196301,0
14415,191273,79361,0
14416,132559,96940,0
14417,187805,96321,1
14418,142230,90662,1
14419,89783,136090,1
14420,97551,259476,1
14421,113868,3114,1
14422,87366,141092,1
14423,34121,185991,0
14424,31572,3982,0
14425,95229,134434,0
14426,163639,274474,0
14427,78262,112595,0
14428,122313,84189,0
14429,137450,60697,0
14430,81379,184909,0
14431,123061,267982,0
14432,179686,248418,1
14433,113001,204286,0
14434,8578,89014,0
14435,77884,281064,1
14436,188434,112903,0
14437,141449,126651,1
14438,154629,100717,1
14439,146601,162485,0
14440,156338,217280,0
14441,135934,235572,0
14442,148769,110930,0
14443,37659,116081,0
14444,25142,280898,1
14445,100580,74674,0
14446,115096,91836,0
14447,141135,131196,1
14448,7334,85734,0
14449,35203,53352,1
14450,40163,160474,0
14451,60072,52305,1
14452,122184,8363,1
14453,180783,294160,1
14454,22387,176001,1
14455,85987,242639,0
14456,117360,232662,0
14457,180650,29371,0
14458,80884,241435,1
14459,106821,84444,1
14460,149765,100273,0
14461,105959,118000,1
14462,119781,42281,1
14463,9632,284647,0
14464,90885,139397,0
14465,9120,54899,1
14466,52739,116909,0
14467,16706,233522,1
14468,10477,29560,0
14469,146594,149076,0
14470,171775,33528,0
14471,83550,249115,1
14472,77060,154663,1
14473,183588,192575,0
14474,6801,260507,1
14475,174795,134142,0
14476,123119,10964,1
14477,99578,106446,0
14478,153670,153221,0
14479,25295,266698,1
14480,159184,158256,1
14481,4263,152203,0
14482,34248,3209,0
14483,13237,207041,1
14484,169081,91477,1
14485,161891,287410,0
14486,106981,24891,0
14487,32859,251306,1
14488,172066,53790,0
14489,189164,38774,0
14490,158595,154688,0
14491,139987,120600,1
14492,32101,68823,1
14493,1669,296078,0
14494,104917,176929,0
14495,136029,144682,0
14496,150807,80398,0
14497,90307,293784,0
14498,186024,181038,0
14499,89162,5206,0
14500,66160,3619,1
14501,96555,99438,0
14502,119109,37753,1
14503,3842,178525,0
14504,45056,244481,0
14505,82587,112124,0
14506,54410,109842,0
14507,70783,71495,0
14508,139081,111474,1
14509,53989,220840,1
14510,3588,167901,1
14511,149198,15374,1
14512,5615,133601,0
14513,89749,28865,0
14514,167813,112641,0
14515,121945,20329,0
14516,68698,142031,1
14517,12712,33817,0
14518,142072,235627,0
14519,10617,145623,0
14520,69883,263641,1
14521,138689,262549,1
14522,76962,241246,1
14523,30202,258976,0
14524,131599,156348,1
14525,99304,287934,0
14526,177012,50142,1
14527,109590,64159,0
14528,134775,207946,0
14529,154985,14475,1
14530,75231,175596,0
14531,54980,76655,0
14532,143482,70355,0
14533,37829,216087,0
14534,95821,265762,1
14535,96285,292497,1
14536,81979,25399,1
14537,177666,245174,1
14538,48028,218103,1
14539,46512,143839,1
14540,64207,202031,0
14541,44173,163129,1
14542,6860,186205,0
14543,133890,61930,0
14544,66125,251620,1
14545,169199,212868,1
14546,77340,299124,1
14547,136899,125381,0
14548,95425,253373,0
14549,39064,75029,0
14550,30064,289530,0
14551,83973,300593,1
14552,81679,84967,0
14553,5088,154165,0
14554,191972,283579,0
14555,162633,250535,0
14556,41513,57309,1
14557,57419,148859,0
14558,43299,60998,1
14559,99322,32857,0
14560,37258,88368,1
14561,34990,39908,0
14562,133881,113701,0
14563,165221,33530,1
14564,8475,224707,1
14565,151616,22310,0
14566,56188,195534,0
14567,10978,18559,0
14568,107677,173901,1
14569,108639,242944,0
14570,189518,99726,0
14571,63721,5782,1
14572,76469,295314,0
14573,30647,252630,1
14574,39181,153957,1
14575,138284,103227,1
14576,180663,198131,0
14577,127847,298233,0
14578,86392,285688,0
14579,58761,222281,0
14580,89475,38621,0
14581,85416,99251,0
14582,88787,262837,0
14583,27259,21116,0
14584,89117,227936,0
14585,79639,4904,0
14586,63483,112815,1
14587,174438,32715,0
14588,102903,217827,1
14589,59257,117085,0
14590,161177,148502,0
14591,73499,21767,1
14592,25978,94937,1
14593,4836,233090,1
14594,125425,6737,1
14595,119495,53343,0
14596,125008,2062,1
14597,157130,65384,1
14598,52899,97048,1
14599,75825,141025,1
14600,53368,17251,0
14601,144616,208790,0
14602,69573,210241,1
14603,153946,200061,1
14604,145379,57230,1
14605,179426,88196,0
14606,112367,207113,0
14607,80028,149250,0
14608,34768,2221,1
14609,175462,166112,1
14610,121310,271566,1
14611,90638,177165,0
14612,115217,34075,0
14613,180506,178369,0
14614,82333,278613,0
14615,144918,77209,0
14616,164677,211331,0
14617,25759,36769,1
14618,49690,215698,0
14619,333,177359,1
14620,103405,261527,1
14621,43401,74921,0
14622,160872,263941,0
14623,149402,260120,1
14624,106516,9153,0
14625,92049,228199,0
14626,147392,140461,0
14627,95194,1305,0
14628,82509,38218,0
14629,39603,239002,0
14630,42085,167113,1
14631,62068,57303,0
14632,44696,148664,1
14633,105578,48817,0
14634,42681,111866,0
14635,37367,68449,0
14636,108527,273167,1
14637,65551,105850,1
14638,139443,222924,1
14639,148103,147565,1
14640,123076,119484,0
14641,73524,39230,1
14642,162359,43265,0
14643,22698,203417,0
14644,25975,159560,1
14645,156809,241434,1
14646,83286,146245,0
14647,174793,189878,0
14648,18180,223805,0
14649,30481,285193,1
14650,69087,244688,1
14651,118813,12485,0
14652,158906,149300,1
14653,39455,93437,1
14654,95381,144455,1
14655,189049,71887,0
14656,175962,65725,1
14657,88165,178275,1
14658,127762,51752,0
14659,126819,62832,0
14660,147879,288189,0
14661,34006,120859,0
14662,44482,54151,1
14663,150846,137578,0
14664,120857,270341,0
14665,14989,116001,1
14666,5687,84491,1
14667,120222,60208,1
14668,91071,151273,1
14669,115093,220959,0
14670,144209,141272,1
14671,33584,139568,1
14672,54286,2174,0
14673,90851,218256,0
14674,190909,15135,1
14675,108978,165540,0
14676,55260,248895,0
14677,67944,272030,0
14678,124706,220352,0
14679,164310,54918,0
14680,117595,107970,0
14681,155509,40957,1
14682,43500,27347,1
14683,144928,73592,1
14684,186008,145721,0
14685,87027,148064,0
14686,182946,259007,0
14687,63167,249188,0
14688,131458,227853,0
14689,40856,138501,0
14690,166897,203006,1
14691,80609,46041,1
14692,107468,215274,0
14693,25910,279386,1
14694,57109,143697,0
14695,92753,19481,0
14696,127398,97752,1
14697,11739,64664,1
14698,79851,213130,0
14699,39932,22079,1
14700,27620,87915,0
14701,114500,219041,0
14702,176572,186441,0
14703,173051,209826,0
14704,8113,77529,0
14705,53851,96320,1
14706,161599,256862,1
14707,124203,219203,1
14708,161789,278172,0
14709,11866,71604,1
14710,116469,93342,1
14711,94949,47899,0
14712,48697,174795,1
14713,91279,94239,0
14714,166128,4891,1
14715,110255,235797,1
14716,146896,18620,0
14717,79440,261685,1
14718,9307,71059,1
14719,2397,147011,0
14720,94310,253528,0
14721,53356,99138,0
14722,163529,251070,0
14723,56301,107294,0
14724,82105,92641,0
14725,102726,174392,0
14726,155545,198730,0
14727,80911,44464,0
14728,177840,144859,1
14729,167211,197758,1
14730,168271,272560,1
14731,151446,233753,0
14732,166108,84224,0
14733,107760,161087,1
14734,85472,74044,0
14735,124551,154169,0
14736,76198,39884,1
14737,36116,220819,1
14738,24192,139972,0
14739,10632,108228,0
14740,146316,29977,1
14741,23267,263676,0
14742,126482,64750,1
14743,108739,29114,0
14744,145184,248264,0
14745,123622,56764,1
14746,56141,53163,0
14747,112419,48151,0
14748,121750,138079,0
14749,154749,75590,1
14750,116020,72493,0
14751,167580,92263,0
14752,59816,178952,0
14753,186877,248749,1
14754,57980,68939,0
14755,135016,57707,0
14756,23589,48004,0
14757,150767,161304,1
14758,40946,272266,0
14759,126873,298485,0
14760,124617,175071,0
14761,52252,133805,0
14762,36491,136587,0
14763,109009,88662,1
14764,104373,125154,0
14765,162383,42679,1
14766,7573,253223,1
14767,165605,244029,0
14768,140690,136224,1
14769,137008,274580,0
14770,158492,174878,1
14771,147698,284368,0
14772,181729,111864,1
14773,182519,28628,1
14774,85356,40929,1
14775,5004,201317,0
14776,25247,12777,0
14777,17877,156777,0
14778,26355,218793,1
14779,149822,226793,0
14780,20163,234884,0
14781,89319,48792,0
14782,112887,299853,1
14783,165756,280196,1
14784,152809,289336,0
14785,161746,6426,0
14786,95717,224987,0
14787,41028,157999,1
14788,59959,57034,1
14789,96650,131877,0
14790,75383,127932,0
14791,38933,114214,0
14792,12596,253114,0
14793,14306,157283,0
14794,120128,222466,0
14795,71702,172766,1
14796,61513,161534,1
14797,28438,242913,1
14798,166278,99304,0
14799,111869,197454,1
14800,13048,84875,1
14801,114743,285715,1
14802,80441,96450,0
14803,84533,209197,1
14804,20185,134889,0
14805,177015,96603,1
14806,166775,281923,0
14807,129272,180823,1
14808,114509,18848,1
14809,20815,189172,1
14810,68623,8179,0
14811,190147,60054,1
14812,86291,260607,0
14813,63079,145915,0
14814,176995,28779,1
14815,9499,153667,0
14816,173133,281919,0
14817,145065,29712,0
14818,118168,255120,1
14819,165030,93887,1
14820,180562,69238,0
14821,105481,37974,1
14822,99307,126621,0
14823,148412,162215,1
14824,30247,36186,1
14825,118301,23285,0
14826,9935,18443,1
14827,36021,186672,0
14828,139785,55571,1
14829,59876,453,0
14830,132817,209404,0
14831,118092,132944,1
14832,159113,26430,0
14833,122954,227693,1
14834,147118,226229,0
14835,134076,177907,0
14836,133187,274158,0
14837,118243,205509,0
14838,143737,265617,1
14839,33862,52944,1
14840,169041,258620,1
14841,37857,186369,0
14842,141878,235078,0
14843,123949,12312,0
14844,79668,15699,1
14845,39867,120210,0
14846,154987,150584,1
14847,8415,36876,1
14848,69551,121818,0
14849,26272,155366,0
14850,103576,190228,1
14851,173371,266121,1
14852,154600,192684,0
14853,35751,222722,0
14854,165607,263076,1
14855,69084,58547,0
14856,182606,6366,0
14857,127820,185479,1
14858,14940,291208,0
14859,111799,270481,0
14860,76329,44019,1
14861,11338,274122,0
14862,123915,196022,0
14863,150926,94224,0
14864,111200,240641,1
14865,137703,193075,1
14866,161605,244447,1
14867,164586,66802,1
14868,15639,39626,1
14869,43891,287556,1
14870,63196,168280,1
14871,163312,86681,1
14872,129802,251147,0
14873,83869,129335,0
14874,102551,55277,0
14875,153230,163391,1
14876,4181,277376,0
14877,119579,269476,1
14878,60247,207692,0
14879,115135,154984,1
14880,20854,223696,0
14881,14524,284635,1
14882,31681,164085,0
14883,99688,23883,1
14884,5000,188985,0
14885,147728,183721,0
14886,58155,78555,1
14887,4506,61910,0
14888,3391,88179,1
14889,158762,229706,0
14890,164870,260630,1
14891,129953,113284,1
14892,182559,130290,0
14893,58195,286221,1
14894,186882,214990,1
14895,95499,280385,0
14896,95397,264931,1
14897,182196,210272,0
14898,61360,12225,1
14899,131129,240014,0
14900,6039,5140,1
14901,185543,123488,0
14902,112021,89526,1
14903,129800,557,0
14904,176127,50494,1
14905,41292,150783,0
14906,109228,208655,1
14907,145168,223474,1
14908,48005,4539,0
14909,51757,202971,0
14910,79663,218498,1
14911,158149,249778,1
14912,128539,124396,0
14913,158469,138290,1
14914,190852,174172,1
14915,33218,19231,0
14916,91212,45925,1
14917,183142,186487,0
14918,143497,231266,0
14919,108887,215716,1
14920,80098,158457,0
14921,158926,119639,0
14922,137895,203135,0
14923,158812,242052,0
14924,45348,87623,0
14925,145792,165158,0
14926,172291,12370,0
14927,22774,289151,0
14928,84947,66423,0
14929,53865,299556,0
14930,85325,99934,0
14931,161721,189054,0
14932,157285,265903,0
14933,96102,257659,0
14934,59503,142043,0
14935,87644,102462,1
14936,127713,176312,0
14937,48863,276479,0
14938,74993,98327,1
14939,97676,37208,0
14940,135713,213805,0
14941,159196,88144,0
14942,89107,204572,0
14943,26502,257034,0
14944,57450,189302,0
14945,53505,77502,0
14946,63047,37146,0
14947,120704,13123,0
14948,52624,92502,1
14949,146940,242648,1
14950,96321,235954,0
14951,65279,36910,0
14952,97650,145614,0
14953,95915,116855,0
14954,115511,143456,0
14955,56282,175710,0
14956,68508,244629,1
14957,65406,99609,0
14958,59340,217303,0
14959,149607,30490,0
14960,84897,222095,1
14961,49438,113402,1
14962,46952,148436,0
14963,94583,132224,0
14964,23698,175676,1
14965,68409,97187,0
14966,155995,35790,0
14967,180384,53977,0
14968,27241,35141,1
14969,61922,210650,0
14970,59589,167948,0
14971,136276,184560,0
14972,9665,63516,0
14973,146990,104862,0
14974,177354,76111,1
14975,27712,119864,1
14976,89145,239880,0
14977,163124,96008,0
14978,36611,295922,1
14979,111433,91418,1
14980,159633,77225,0
14981,103818,134713,0
14982,181713,43114,0
14983,2671,29851,0
14984,84443,258478,0
14985,88702,4159,0
14986,56954,190495,1
14987,178528,42202,0
14988,149408,45086,0
14989,57038,233926,0
14990,124251,135632,0
14991,149682,291546,0
14992,15768,153912,1
14993,75512,32507,0
14994,35250,60314,0
14995,113299,295724,0
14996,64430,183522,0
14997,18978,27944,1
14998,32271,176893,0
14999,73921,215347,0
15000,1949,69460,1
15001,55006,13049,0
15002,34691,258195,0
15003,131081,3081,1
15004,41194,276706,0
15005,33244,58054,0
15006,103620,149643,0
15007,12190,68904,0
15008,191830,298205,0
15009,102238,168050,0
15010,96142,98652,1
15011,160475,289999,0
15012,2158,66084,1
15013,44587,92816,1
15014,99174,103827,0
15015,110781,10462,0
15016,7404,77893,0
15017,88774,8071,0
15018,30497,13179,0
15019,170512,49997,0
15020,161075,295401,0
15021,182508,96064,1
15022,63976,20971,0
15023,171597,275631,1
15024,57920,246454,1
15025,141686,59912,1
15026,181826,70747,1
15027,24938,74624,1
15028,139463,27374,1
15029,32226,87005,0
15030,41175,298508,1
15031,120271,5336,0
15032,154856,147856,1
15033,47593,146784,0
15034,149987,175604,1
15035,154557,148939,1
15036,29548,276698,1
15037,2124,5052,1
15038,44341,76726,1
15039,147388,19325,1
15040,136118,86459,0
15041,22200,63790,1
15042,105591,109184,0
15043,42456,31479,0
15044,72471,147386,1
15045,122610,202269,0
15046,75145,193298,0
15047,120245,132962,1
15048,137607,160644,1
15049,83912,294714,0
15050,99693,29672,0
15051,29324,236684,0
15052,188195,206905,1
15053,94347,21794,0
15054,139502,91033,1
15055,166110,219817,0
15056,76402,83322,1
15057,4010,37579,0
15058,109969,80473,0
15059,98377,118469,0
15060,191156,289779,0
15061,217,3603,0
15062,167280,50389,1
15063,85961,49079,0
15064,31449,96873,1
15065,119180,226065,0
15066,8292,96819,0
15067,68621,142261,1
15068,59487,76738,0
15069,18078,104869,0
15070,92565,207344,0
15071,7259,93497,0
15072,104321,21491,1
15073,174407,201315,1
15074,72710,114549,1
15075,63755,41609,0
15076,41719,10512,0
15077,154292,88147,0
15078,26490,80700,0
15079,127701,224458,1
15080,33383,49741,1
15081,97672,191535,1
15082,54538,176753,0
15083,123972,98576,0
15084,120760,285567,0
15085,91813,78643,0
15086,180102,217044,0
15087,114279,110053,0
15088,145529,118405,0
15089,163581,30959,0
15090,78636,133076,0
15091,78062,71053,0
15092,11177,196977,1
15093,75255,35789,0
15094,184749,164369,0
15095,45928,76296,0
15096,152055,162405,0
15097,92230,88325,0
15098,175828,208259,1
15099,154291,204772,1
15100,128068,100445,1
15101,102292,297123,1
15102,97126,277001,0
15103,164349,121900,0
15104,34355,1877,0
15105,107436,221117,0
15106,105822,94542,1
15107,29485,204557,0
15108,58770,121999,1
15109,102458,272154,0
15110,64568,135333,1
15111,128384,287425,1
15112,189351,105974,1
15113,63789,102200,0
15114,25368,152132,0
15115,128995,71011,1
15116,53619,75120,0
15117,24572,282163,1
15118,165457,151434,0
15119,136494,239955,0
15120,145880,32824,1
15121,173825,235669,1
15122,12291,263497,0
15123,159635,38453,1
15124,123434,291089,1
15125,128183,153686,1
15126,45097,84532,0
15127,37818,66340,0
15128,140129,247504,0
15129,190833,35934,0
15130,109266,261996,0
15131,153861,77955,0
15132,128194,147564,0
15133,161694,148704,1
15134,144693,130968,1
15135,27839,122377,1
15136,84128,77774,1
15137,163968,75422,1
15138,68957,265559,1
15139,99117,51232,0
15140,127167,223491,1
15141,62974,97017,0
15142,7904,37324,1
15143,112025,164843,0
15144,145685,274809,1
15145,172110,270052,0
15146,103324,186253,0
15147,73647,125888,1
15148,108698,75233,0
15149,33075,268839,0
15150,13609,208390,1
15151,84429,282236,1
15152,129656,214320,1
15153,22953,254096,0
15154,171964,67740,0
15155,116610,274468,0
15156,28320,188446,1
15157,66704,290353,1
15158,125634,38413,0
15159,170479,220114,0
15160,89522,170580,0
15161,78455,57828,0
15162,107857,75470,0
15163,173158,191924,0
15164,36782,213734,0
15165,61302,217506,0
15166,167854,215847,0
15167,75333,102193,0
15168,29197,157769,1
15169,151935,12517,1
15170,34180,88923,1
15171,116520,201494,0
15172,7381,200941,0
15173,131144,131788,1
15174,89007,74986,0
15175,92524,145380,1
15176,60944,138083,0
15177,36610,294934,1
15178,117639,238710,0
15179,112683,198899,0
15180,3918,139284,0
15181,23621,76467,0
15182,120136,239746,0
15183,88179,138521,0
15184,147967,151282,0
15185,53045,110238,1
15186,152370,101830,1
15187,30740,133245,0
15188,101514,238974,0
15189,2453,241317,0
15190,115665,54758,0
15191,150890,12080,1
15192,189752,88262,1
15193,69937,155464,1
15194,155442,200131,0
15195,115908,54319,1
15196,61411,133000,1
15197,87058,28211,1
15198,150094,89856,0
15199,165384,167050,1
15200,139235,261395,0
15201,64069,4160,1
15202,71637,207284,0
15203,61227,57685,1
15204,174499,80722,0
15205,142934,225210,1
15206,92541,166463,1
15207,152040,237846,0
15208,42620,197275,1
15209,3680,11079,1
15210,74063,124957,1
15211,78394,173764,0
15212,139744,113902,1
15213,122996,237061,1
15214,113041,210532,1
15215,43233,74166,1
15216,128286,59824,1
15217,152456,141414,1
15218,105871,88550,0
15219,18127,107001,0
15220,70047,62202,1
15221,161222,77959,1
15222,176646,115880,0
15223,252,276898,1
15224,147729,45284,1
15225,94804,126066,0
15226,112579,219896,0
15227,163852,185878,0
15228,48530,150168,0
15229,61113,136575,1
15230,188562,223956,1
15231,51273,230772,0
15232,47505,227536,0
15233,187005,60744,1
15234,69609,277080,0
15235,12248,186936,0
15236,141129,265649,0
15237,71539,102547,0
15238,130961,157646,1
15239,9331,216758,0
15240,94572,174403,0
15241,88704,257106,1
15242,77941,219629,1
15243,126168,160057,1
15244,145581,192428,0
15245,52495,227604,1
15246,17918,258803,1
15247,25503,294798,0
15248,49757,205727,0
15249,168788,69287,0
15250,148502,168492,1
15251,135959,246846,1
15252,82775,137677,1
15253,3012,297819,0
15254,155743,159610,1
15255,70674,141039,0
15256,2089,271289,1
15257,44452,270112,0
15258,85139,114598,0
15259,146220,199226,0
15260,8069,227309,1
15261,68180,129432,1
15262,6110,254639,0
15263,42566,148901,0
15264,154553,297248,1
15265,59441,284168,0
15266,25571,120883,0
15267,5561,204865,0
15268,178759,297756,1
15269,130626,148820,0
15270,170268,68526,1
15271,115310,150872,0
15272,187072,60687,0
15273,78195,213718,0
15274,64503,168329,0
15275,125875,243263,0
15276,117236,239363,1
15277,18096,236666,0
15278,54460,299810,0
15279,125695,214339,0
15280,134491,252953,1
15281,183795,300410,0
15282,188557,14273,1
15283,117580,55425,0
15284,49673,89227,0
15285,155888,19418,0
15286,164501,181158,0
15287,157510,190968,0
15288,145842,139144,1
15289,43407,62127,0
15290,5964,64675,1
15291,152317,40279,0
15292,136842,290740,0
15293,161992,14666,0
15294,81056,283600,1
15295,17704,299837,1
15296,90747,87003,1
15297,70071,148881,0
15298,144300,299026,0
15299,30514,66833,1
15300,37985,149858,0
15301,153520,183457,0
15302,192015,60817,1
15303,79369,275306,1
15304,4736,54258,1
15305,24507,149532,0
15306,44331,294392,1
15307,11092,93817,0
15308,122980,177544,1
15309,125162,240668,0
15310,105398,62170,0
15311,6149,146458,1
15312,53211,157788,0
15313,102228,115689,0
15314,55011,236011,1
15315,68677,192729,1
15316,57740,70264,0
15317,10055,66752,0
15318,140911,12426,1
15319,71024,159861,1
15320,46053,277235,0
15321,113278,70651,0
15322,101227,267959,1
15323,164208,272207,0
15324,13341,270620,0
15325,176435,154564,0
15326,183238,130204,1
15327,74662,57652,0
15328,7228,105058,1
15329,2396,90131,0
15330,95957,221169,1
15331,3085,296025,1
15332,124106,209299,1
15333,113071,271358,0
15334,186015,138786,1
15335,158823,107874,1
15336,114600,193653,1
15337,137630,147828,0
15338,74876,19627,1
15339,59951,285869,1
15340,3367,82428,0
15341,170962,192002,1
15342,116580,70554,1
15343,126605,265496,0
15344,107929,174811,1
15345,170120,233438,0
15346,116244,242354,1
15347,137284,4861,0
15348,113638,240934,1
15349,187011,279309,1
15350,82066,99928,0
15351,94113,150716,0
15352,93027,136393,0
15353,83680,42754,0
15354,37270,57052,1
15355,19187,146734,1
15356,112645,224821,0
15357,133950,218632,0
15358,35806,123736,0
15359,118029,76731,0
15360,44125,109601,1
15361,147066,122834,1
15362,152440,282813,0
15363,139603,197279,1
15364,69961,218093,0
15365,129184,152629,1
15366,73787,104501,0
15367,98818,160943,1
15368,36438,240776,1
15369,53503,237588,0
15370,15779,212291,1
15371,110469,300031,0
15372,65942,255268,0
15373,153530,237716,1
15374,179527,114399,1
15375,96638,263017,0
15376,70128,246692,0
15377,75167,184204,1
15378,183906,136557,0
15379,93184,98057,1
15380,156953,127773,0
15381,38634,256286,0
15382,45778,244418,1
15383,100520,178156,1
15384,119544,263760,0
15385,14587,211776,1
15386,137873,144819,0
15387,1735,86963,0
15388,138345,178778,1
15389,142683,12083,1
15390,146423,133522,0
15391,164724,55605,0
15392,164757,300326,1
15393,41386,62632,0
15394,190481,174766,1
15395,70455,183959,0
15396,31334,65776,1
15397,89515,153004,1
15398,4118,154489,0
15399,118431,8428,0
15400,112011,66481,1
15401,21673,124077,0
15402,4589,278508,0
15403,54616,31323,1
15404,54389,67147,0
15405,77620,73890,0
15406,90304,109164,1
15407,101719,266649,0
15408,5337,45980,0
15409,87438,112861,0
15410,75029,101316,0
15411,178535,40950,1
15412,77093,155338,0
15413,165307,195018,0
15414,189496,276568,0
15415,1569,135723,1
15416,19681,76283,0
15417,140237,85017,0
15418,68582,164784,1
15419,59495,202124,1
15420,67693,46844,0
15421,10209,255480,0
15422,1716,139001,1
15423,83641,120999,1
15424,148000,226771,1
15425,12901,32095,0
15426,3452,97110,1
15427,113491,130444,0
15428,69663,6338,0
15429,24746,19337,0
15430,19043,263730,0
15431,107795,240313,0
15432,139644,145672,0
15433,144615,196302,0
15434,138436,105363,0
15435,92873,251282,0
15436,48013,45506,0
15437,165748,283219,1
15438,33061,192260,1
15439,42763,75903,0
15440,117287,293060,1
15441,105365,236452,1
15442,134893,42003,1
15443,186929,219705,1
15444,120785,125585,0
15445,153169,103721,0
15446,84606,262420,0
15447,131865,28663,0
15448,3943,81102,1
15449,60644,154492,0
15450,113899,150331,1
15451,189326,254648,1
15452,59630,172760,1
15453,171228,184804,1
15454,71141,85710,1
15455,119439,183258,0
15456,159536,279867,0
15457,128137,265956,0
15458,191361,296891,0
15459,86141,41630,0
15460,28184,210537,0
15461,40908,199946,1
15462,138877,94810,0
15463,102810,133822,1
15464,61400,76071,1
15465,150081,191069,0
15466,178061,278603,1
15467,5178,286480,0
15468,111243,87543,1
15469,123384,204912,1
15470,187247,246507,1
15471,82609,154930,0
15472,121795,103876,0
15473,46732,15802,0
15474,4084,175429,1
15475,2352,283768,0
15476,70097,174168,1
15477,132815,145142,0
15478,623,95438,0
15479,98353,288441,0
15480,167507,135787,0
15481,123493,92970,1
15482,162866,99386,1
15483,131042,23089,0
15484,160977,200718,0
15485,127623,3802,0
15486,21933,28339,0
15487,165086,11647,1
15488,122501,257072,1
15489,51534,48733,1
15490,72412,108179,0
15491,12966,206031,0
15492,186698,69971,0
15493,119195,221397,0
15494,7406,178533,1
15495,154842,214447,1
15496,77120,72685,1
15497,114333,31698,0
15498,84778,189016,0
15499,101023,121268,0
15500,104991,263506,1
15501,109193,132071,0
15502,158402,122957,0
15503,142322,267141,0
15504,30699,133054,0
15505,99218,91864,0
15506,140373,119064,1
15507,119664,28890,1
15508,46605,185428,0
15509,31766,294479,0
15510,91099,209791,1
15511,162238,80591,1
15512,125080,269932,1
15513,152983,88544,1
15514,113436,233355,1
15515,13522,202998,1
15516,41048,16558,1
15517,163473,261197,0
15518,165879,62833,1
15519,139136,46544,1
15520,59181,218412,0
15521,475,94371,0
15522,112363,20967,1
15523,66492,149269,1
15524,46636,71552,1
15525,106822,8720,0
15526,18290,178013,0
15527,76812,79995,0
15528,93217,134636,1
15529,44845,203469,0
15530,161311,277395,0
15531,152247,255258,1
15532,78118,62001,0
15533,28660,248999,1
15534,190472,234833,0
15535,113126,245982,1
15536,163203,34500,0
15537,37894,14961,1
15538,41604,27834,0
15539,180426,233166,0
15540,110415,220680,1
15541,133465,291374,1
15542,28778,223726,1
15543,136052,159689,0
15544,32300,145763,1
15545,112166,298889,1
15546,90858,297716,1
15547,166902,176614,1
15548,116896,32644,1
15549,146039,218729,0
15550,150193,13059,1
15551,18424,190336,1
15552,76044,75505,0
15553,47732,216631,0
15554,48885,237993,1
15555,135356,141686,0
15556,114399,131703,1
15557,22186,174803,0
15558,33800,8756,1
15559,30962,261910,0
15560,80003,154504,0
15561,179513,94655,1
15562,4126,154338,0
15563,106520,261700,1
15564,131986,1746,0
15565,78204,284992,0
15566,188985,147637,0
15567,189637,97963,1
15568,33395,94273,1
15569,185982,110051,0
15570,154108,40293,0
15571,122531,76509,0
15572,155143,271740,1
15573,157760,103684,1
15574,31606,218521,1
15575,154833,144517,1
15576,98342,145955,1
15577,161699,214179,0
15578,107183,132271,0
15579,179769,228122,1
15580,15814,275051,0
15581,63571,201780,0
15582,11354,265655,0
15583,127197,295079,1
15584,129111,267302,0
15585,144250,3662,1
15586,16737,204603,0
15587,40466,18097,0
15588,101049,2878,0
15589,78898,100254,0
15590,137566,215912,0
15591,64015,200675,0
15592,80160,135989,0
15593,162180,171375,1
15594,185984,106781,0
15595,23686,210720,0
15596,131850,44306,1
15597,34192,17446,1
15598,14922,255913,1
15599,102417,285649,0
15600,29592,149120,1
15601,127941,271714,0
15602,181370,112386,1
15603,75876,86822,0
15604,189531,281063,1
15605,123970,70698,0
15606,112350,77992,0
15607,40892,170256,1
15608,6108,50960,1
15609,192072,200340,1
15610,159132,165092,1
15611,6456,151450,0
15612,164160,233244,0
15613,20904,274024,1
15614,38202,206147,0
15615,87599,25391,0
15616,102856,84282,0
15617,74569,137529,0
15618,16526,226159,1
15619,169682,291993,1
